,action,episode,reward,reward_jam,reward_waiting,step,time,total_reward
261,"[1, 1, 1, 0, 0, 0, 1, 1, 1]",0,"[-30.6, -24.700000000000003, -160.8, -65.8, -71.4, -26.9, -53.2, -90.80000000000001, -42.2]","[-20, -13, -52, -44, -24, -23, -33, -28, -14]","[-106.0, -117.0, -1088.0, -218.0, -474.0, -39.0, -202.0, -628.0, -282.0]",262.0,1310,-566.4000000000001
262,"[1, 1, 1, 1, 0, 0, 0, 1, 1]",0,"[-26.5, -23.3, -137.7, -68.4, -79.9, -35.5, -36.5, -38.0, -35.5]","[-21, -12, -44, -50, -24, -27, -26, -20, -12]","[-55.0, -113.0, -937.0, -184.0, -559.0, -85.0, -105.0, -180.0, -235.0]",263.0,1315,-481.29999999999995
263,"[1, 0, 0, 0, 1, 1, 1, 0, 1]",0,"[-45.7, -15.9, -90.0, -92.3, -80.4, -41.2, -35.3, -33.4, -22.1]","[-34, -10, -30, -61, -22, -27, -27, -26, -11]","[-117.0, -59.0, -600.0, -313.0, -584.0, -142.0, -83.0, -74.0, -111.0]",264.0,1320,-456.30000000000007
264,"[1, 1, 0, 1, 0, 0, 0, 1, 1]",0,"[-52.2, -9.1, -44.0, -86.0, -87.9, -49.7, -46.7, -42.6, -18.6]","[-38, -8, -24, -58, -22, -28, -31, -29, -16]","[-142.0, -11.0, -200.0, -280.0, -659.0, -217.0, -157.0, -136.0, -26.0]",265.0,1325,-436.80000000000007
265,"[1, 0, 0, 1, 1, 0, 1, 0, 1]",0,"[-50.0, -11.2, -29.2, -81.5, -55.0, -57.2, -50.2, -53.5, -18.2]","[-39, -8, -13, -57, -18, -28, -36, -30, -13]","[-110.0, -32.0, -162.0, -245.0, -370.0, -292.0, -142.0, -235.0, -52.0]",266.0,1330,-406.0
266,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",0,"[-42.1, -20.9, -20.4, -93.3, -10.4, -65.9, -55.400000000000006, -66.1, -18.4]","[-35, -14, -15, -62, -8, -29, -38, -32, -13]","[-71.0, -69.0, -54.0, -313.0, -24.0, -369.0, -174.0, -341.0, -54.0]",267.0,1335,-392.9
267,"[0, 0, 1, 0, 1, 1, 0, 1, 1]",0,"[-55.1, -27.5, -35.3, -114.4, -18.6, -70.4, -74.9, -76.4, -16.8]","[-40, -15, -32, -66, -15, -28, -45, -34, -13]","[-151.0, -125.0, -33.0, -484.0, -36.0, -424.0, -299.0, -424.0, -38.0]",268.0,1340,-489.40000000000003
268,"[0, 1, 0, 0, 0, 1, 0, 0, 0]",0,"[-78.0, -31.2, -56.7, -142.60000000000002, -32.5, -42.7, -92.7, -89.7, -15.5]","[-49, -15, -46, -74, -23, -17, -49, -35, -12]","[-290.0, -162.0, -107.0, -686.0, -95.0, -257.0, -437.0, -547.0, -35.0]",269.0,1345,-581.6
269,"[1, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-89.2, -37.8, -82.4, -141.8, -42.7, -32.8, -80.80000000000001, -75.30000000000001, -19.4]","[-48, -15, -57, -71, -25, -21, -41, -30, -12]","[-412.0, -228.0, -254.0, -708.0, -177.0, -118.0, -398.0, -453.0, -74.0]",270.0,1350,-602.2
270,"[0, 1, 0, 0, 1, 0, 1, 1, 1]",0,"[-106.4, -37.7, -99.9, -119.2, -39.400000000000006, -29.5, -69.3, -35.1, -24.700000000000003]","[-49, -17, -57, -60, -23, -23, -41, -21, -14]","[-574.0, -207.0, -429.0, -592.0, -164.0, -65.0, -283.0, -141.0, -107.0]",271.0,1355,-561.2
271,"[1, 0, 0, 1, 0, 1, 1, 1, 0]",0,"[-100.7, -29.8, -117.4, -111.6, -48.5, -38.6, -50.6, -28.5, -32.8]","[-45, -17, -57, -50, -24, -27, -38, -24, -16]","[-557.0, -128.0, -604.0, -616.0, -245.0, -116.0, -126.0, -45.0, -168.0]",272.0,1360,-558.5
272,"[0, 1, 1, 0, 0, 0, 1, 0, 0]",0,"[-74.5, -18.8, -97.80000000000001, -137.3, -57.0, -49.1, -47.9, -49.2, -39.3]","[-34, -14, -44, -60, -24, -29, -37, -36, -16]","[-405.0, -48.0, -538.0, -773.0, -330.0, -201.0, -109.0, -132.0, -233.0]",273.0,1365,-570.9
273,"[1, 0, 0, 1, 0, 0, 0, 0, 0]",0,"[-52.6, -21.4, -80.5, -123.0, -66.9, -58.1, -66.6, -68.4, -45.8]","[-27, -13, -32, -63, -25, -29, -45, -42, -16]","[-256.0, -84.0, -485.0, -600.0, -419.0, -291.0, -216.0, -264.0, -298.0]",274.0,1370,-583.3
274,"[1, 1, 0, 1, 1, 1, 0, 1, 0]",0,"[-41.2, -26.4, -50.7, -94.4, -61.7, -58.8, -79.1, -82.4, -52.300000000000004]","[-32, -16, -18, -58, -22, -27, -45, -41, -16]","[-92.0, -104.0, -327.0, -364.0, -397.0, -318.0, -341.0, -414.0, -363.0]",275.0,1375,-547.0
275,"[1, 1, 0, 0, 1, 1, 0, 1, 0]",0,"[-43.3, -19.7, -34.8, -96.6, -36.3, -39.7, -91.6, -76.30000000000001, -58.800000000000004]","[-32, -12, -18, -66, -18, -21, -45, -35, -16]","[-113.0, -77.0, -168.0, -306.0, -183.0, -187.0, -466.0, -413.0, -428.0]",276.0,1380,-497.09999999999997
276,"[1, 1, 0, 0, 1, 1, 1, 0, 1]",0,"[-52.2, -24.3, -32.5, -117.7, -24.1, -26.7, -84.30000000000001, -51.3, -50.800000000000004]","[-38, -16, -13, -70, -20, -19, -43, -22, -15]","[-142.0, -83.0, -195.0, -477.0, -41.0, -77.0, -413.0, -293.0, -358.0]",277.0,1385,-463.90000000000003
277,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",0,"[-45.1, -20.8, -31.6, -150.3, -41.6, -26.8, -71.9, -33.900000000000006, -30.1]","[-31, -15, -10, -81, -30, -19, -38, -15, -11]","[-141.0, -58.0, -216.0, -693.0, -116.0, -78.0, -339.0, -189.0, -191.0]",278.0,1390,-452.1
278,"[1, 0, 0, 1, 1, 1, 1, 1, 1]",0,"[-33.1, -22.1, -37.6, -150.5, -48.1, -40.5, -63.400000000000006, -40.6, -6.3]","[-23, -17, -13, -78, -29, -26, -35, -29, -6]","[-101.0, -51.0, -246.0, -725.0, -191.0, -145.0, -284.0, -116.0, -3.0]",279.0,1395,-442.2
279,"[1, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-34.0, -29.9, -24.9, -137.4, -61.1, -39.9, -48.400000000000006, -41.7, -12.8]","[-26, -19, -15, -74, -31, -24, -30, -30, -10]","[-80.0, -109.0, -99.0, -634.0, -301.0, -159.0, -184.0, -117.0, -28.0]",280.0,1400,-430.1000000000001
280,"[0, 0, 0, 0, 1, 0, 0, 0, 1]",0,"[-53.9, -44.7, -26.8, -152.10000000000002, -64.6, -44.2, -36.2, -52.8, -17.9]","[-39, -25, -22, -78, -31, -24, -26, -31, -12]","[-149.0, -197.0, -48.0, -741.0, -336.0, -202.0, -102.0, -218.0, -59.0]",281.0,1405,-493.2
281,"[1, 1, 0, 0, 1, 0, 1, 1, 1]",0,"[-68.3, -55.5, -41.4, -178.10000000000002, -42.0, -50.6, -44.9, -46.2, -18.5]","[-45, -30, -31, -83, -23, -24, -32, -25, -12]","[-233.0, -255.0, -104.0, -951.0, -190.0, -266.0, -129.0, -212.0, -65.0]",282.0,1410,-545.5
282,"[1, 0, 1, 0, 0, 1, 0, 0, 0]",0,"[-68.0, -62.0, -46.9, -204.2, -21.0, -27.700000000000003, -61.400000000000006, -30.3, -14.600000000000001]","[-41, -29, -33, -85, -17, -13, -40, -15, -10]","[-270.0, -330.0, -139.0, -1192.0, -40.0, -147.0, -214.0, -153.0, -46.0]",283.0,1415,-536.1
283,"[0, 0, 1, 1, 1, 0, 1, 1, 0]",0,"[-52.6, -73.1, -67.8, -179.9, -20.8, -13.2, -52.900000000000006, -29.0, -12.3]","[-30, -30, -43, -76, -13, -9, -34, -15, -9]","[-226.0, -431.0, -248.0, -1039.0, -78.0, -42.0, -189.0, -140.0, -33.0]",284.0,1420,-501.59999999999997
284,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",0,"[-34.0, -65.2, -86.2, -136.4, -39.6, -10.5, -41.4, -29.6, -13.600000000000001]","[-21, -26, -48, -62, -25, -6, -26, -20, -8]","[-130.0, -392.0, -382.0, -744.0, -146.0, -45.0, -154.0, -96.0, -56.0]",285.0,1425,-456.5
285,"[0, 1, 1, 1, 0, 1, 0, 1, 1]",0,"[-30.4, -62.300000000000004, -75.6, -119.1, -52.1, -25.1, -29.4, -23.0, -5.2]","[-22, -30, -42, -62, -28, -16, -17, -16, -4]","[-84.0, -323.0, -336.0, -571.0, -241.0, -91.0, -124.0, -70.0, -12.0]",286.0,1430,-422.2
286,"[1, 1, 1, 0, 1, 1, 0, 1, 0]",0,"[-44.0, -47.8, -81.5, -136.4, -52.1, -32.6, -31.400000000000002, -30.3, -11.2]","[-30, -30, -45, -63, -26, -18, -15, -18, -8]","[-140.0, -178.0, -365.0, -734.0, -261.0, -146.0, -164.0, -123.0, -32.0]",287.0,1435,-467.3
287,"[0, 1, 1, 0, 0, 0, 1, 1, 0]",0,"[-63.6, -46.1, -90.2, -166.7, -59.1, -39.1, -39.5, -23.6, -17.8]","[-38, -34, -44, -73, -24, -18, -19, -16, -11]","[-256.0, -121.0, -462.0, -937.0, -351.0, -211.0, -205.0, -76.0, -68.0]",288.0,1440,-545.6999999999999
288,"[1, 1, 0, 0, 1, 0, 0, 1, 0]",0,"[-69.7, -38.8, -100.9, -206.3, -54.300000000000004, -47.900000000000006, -51.2, -29.0, -27.3]","[-38, -28, -44, -89, -22, -20, -25, -22, -15]","[-317.0, -108.0, -569.0, -1173.0, -323.0, -279.0, -262.0, -70.0, -123.0]",289.0,1445,-625.4000000000001
289,"[1, 1, 0, 0, 1, 0, 1, 0, 1]",0,"[-67.3, -34.3, -121.2, -232.8, -25.8, -55.0, -38.2, -35.0, -37.3]","[-36, -27, -51, -90, -14, -20, -20, -26, -18]","[-313.0, -73.0, -702.0, -1428.0, -118.0, -350.0, -182.0, -90.0, -193.0]",290.0,1450,-646.9
290,"[0, 0, 1, 0, 0, 0, 1, 1, 0]",0,"[-45.2, -35.1, -142.4, -258.3, -20.5, -63.5, -26.4, -31.4, -44.3]","[-24, -27, -57, -90, -15, -21, -19, -21, -18]","[-212.0, -81.0, -854.0, -1683.0, -55.0, -425.0, -74.0, -104.0, -263.0]",291.0,1455,-667.1
291,"[1, 0, 0, 1, 0, 1, 0, 1, 0]",0,"[-35.1, -39.2, -165.0, -241.0, -34.1, -57.800000000000004, -40.0, -39.9, -52.7]","[-25, -28, -62, -84, -22, -21, -27, -24, -19]","[-101.0, -112.0, -1030.0, -1570.0, -121.0, -368.0, -130.0, -159.0, -337.0]",292.0,1460,-704.8000000000001
292,"[0, 1, 1, 0, 1, 0, 0, 1, 1]",0,"[-32.3, -41.6, -147.4, -190.2, -45.7, -41.3, -54.1, -42.2, -50.5]","[-23, -26, -49, -70, -25, -19, -33, -28, -16]","[-93.0, -156.0, -984.0, -1202.0, -207.0, -223.0, -211.0, -142.0, -345.0]",293.0,1465,-645.3
293,"[0, 0, 0, 1, 1, 0, 1, 1, 1]",0,"[-53.6, -59.3, -133.60000000000002, -164.2, -30.9, -43.8, -48.1, -35.6, -47.400000000000006]","[-36, -35, -38, -71, -16, -17, -28, -26, -18]","[-176.0, -243.0, -956.0, -932.0, -149.0, -268.0, -201.0, -96.0, -294.0]",294.0,1470,-616.5
294,"[1, 1, 0, 0, 0, 1, 0, 0, 0]",0,"[-62.8, -78.0, -67.30000000000001, -185.10000000000002, -23.1, -19.9, -36.900000000000006, -39.7, -37.3]","[-37, -42, -29, -74, -8, -11, -20, -27, -20]","[-258.0, -360.0, -383.0, -1111.0, -151.0, -89.0, -169.0, -127.0, -173.0]",295.0,1475,-550.1
295,"[0, 1, 0, 1, 0, 0, 0, 0, 0]",0,"[-79.1, -56.7, -55.3, -161.5, -27.900000000000002, -6.7, -39.900000000000006, -47.8, -25.0]","[-41, -33, -24, -74, -9, -4, -18, -28, -17]","[-381.0, -237.0, -313.0, -875.0, -189.0, -27.0, -219.0, -198.0, -80.0]",296.0,1480,-499.90000000000003
296,"[0, 0, 1, 0, 1, 0, 1, 1, 0]",0,"[-91.6, -44.400000000000006, -52.0, -117.9, -20.4, -8.2, -51.0, -48.0, -26.0]","[-41, -26, -25, -64, -8, -4, -24, -30, -14]","[-506.0, -184.0, -270.0, -539.0, -124.0, -42.0, -270.0, -180.0, -120.0]",297.0,1485,-459.5
297,"[0, 0, 0, 0, 1, 1, 1, 1, 1]",0,"[-104.1, -40.3, -46.2, -86.4, -6.6, -9.7, -41.5, -64.2, -24.200000000000003]","[-41, -18, -30, -54, -6, -4, -26, -39, -13]","[-631.0, -223.0, -162.0, -324.0, -6.0, -57.0, -155.0, -252.0, -112.0]",298.0,1490,-423.2
298,"[0, 1, 0, 0, 1, 0, 0, 1, 0]",0,"[-116.60000000000001, -38.5, -59.3, -89.4, -18.6, -11.2, -29.1, -57.6, -32.8]","[-41, -19, -38, -44, -16, -4, -23, -34, -17]","[-756.0, -195.0, -213.0, -454.0, -26.0, -72.0, -61.0, -236.0, -158.0]",299.0,1495,-453.1
299,"[0, 1, 0, 0, 1, 1, 0, 0, 1]",0,"[-129.10000000000002, -39.2, -74.0, -102.4, -28.0, -8.0, -30.0, -34.3, -39.900000000000006]","[-41, -28, -43, -44, -19, -3, -20, -20, -18]","[-881.0, -112.0, -310.0, -584.0, -90.0, -50.0, -100.0, -143.0, -219.0]",300.0,1500,-484.9000000000001
300,"[1, 1, 1, 0, 1, 0, 1, 1, 0]",0,"[-123.60000000000001, -45.5, -67.4, -115.4, -33.3, -15.5, -40.6, -29.9, -46.400000000000006]","[-40, -35, -42, -44, -21, -8, -25, -18, -18]","[-836.0, -105.0, -254.0, -714.0, -123.0, -75.0, -156.0, -119.0, -284.0]",301.0,1505,-517.6
301,"[1, 0, 0, 1, 0, 0, 1, 1, 0]",0,"[-100.4, -59.3, -79.5, -125.60000000000001, -29.6, -21.200000000000003, -42.9, -27.5, -52.9]","[-35, -38, -42, -48, -17, -10, -31, -24, -18]","[-654.0, -213.0, -375.0, -776.0, -126.0, -112.0, -119.0, -35.0, -349.0]",302.0,1510,-538.9
302,"[1, 0, 0, 0, 1, 0, 0, 1, 0]",0,"[-50.5, -73.1, -98.5, -156.4, -18.6, -25.700000000000003, -30.1, -45.5, -60.400000000000006]","[-30, -40, -48, -64, -14, -10, -22, -34, -19]","[-205.0, -331.0, -505.0, -924.0, -46.0, -157.0, -81.0, -115.0, -414.0]",303.0,1515,-558.8
303,"[1, 1, 1, 1, 0, 0, 1, 1, 1]",0,"[-62.1, -56.900000000000006, -125.2, -140.0, -37.9, -31.3, -30.8, -50.7, -33.2]","[-39, -31, -59, -59, -27, -11, -21, -35, -11]","[-231.0, -259.0, -662.0, -810.0, -109.0, -203.0, -98.0, -157.0, -222.0]",304.0,1520,-568.1
304,"[0, 1, 0, 0, 1, 0, 1, 0, 1]",0,"[-78.1, -44.7, -146.4, -102.1, -53.400000000000006, -36.3, -35.8, -45.0, -25.1]","[-43, -29, -62, -48, -34, -11, -25, -26, -14]","[-351.0, -157.0, -844.0, -541.0, -194.0, -253.0, -108.0, -190.0, -111.0]",305.0,1525,-566.9
305,"[0, 1, 1, 0, 1, 1, 1, 1, 0]",0,"[-94.0, -43.0, -123.5, -59.6, -44.4, -24.3, -37.8, -52.5, -12.2]","[-45, -30, -50, -35, -29, -8, -29, -29, -9]","[-490.0, -130.0, -735.0, -246.0, -154.0, -163.0, -88.0, -235.0, -32.0]",306.0,1530,-491.3
306,"[1, 0, 0, 1, 0, 1, 0, 1, 1]",0,"[-103.4, -48.2, -86.4, -66.30000000000001, -34.1, -4.7, -47.1, -41.9, -15.7]","[-45, -34, -35, -33, -21, -4, -31, -28, -10]","[-584.0, -142.0, -514.0, -333.0, -131.0, -7.0, -161.0, -139.0, -57.0]",307.0,1535,-447.80000000000007
307,"[1, 1, 0, 1, 0, 0, 1, 0, 0]",0,"[-97.4, -59.5, -86.30000000000001, -53.400000000000006, -38.5, -9.7, -42.4, -33.2, -22.200000000000003]","[-40, -35, -34, -34, -21, -7, -28, -21, -13]","[-574.0, -245.0, -523.0, -194.0, -175.0, -27.0, -144.0, -122.0, -92.0]",308.0,1540,-442.6
308,"[1, 0, 0, 0, 1, 1, 1, 0, 1]",0,"[-80.5, -74.4, -50.5, -39.4, -27.700000000000003, -13.100000000000001, -46.5, -45.2, -26.700000000000003]","[-39, -38, -23, -30, -15, -7, -33, -24, -13]","[-415.0, -364.0, -275.0, -94.0, -127.0, -61.0, -135.0, -212.0, -137.0]",309.0,1545,-404.0
309,"[1, 1, 1, 0, 0, 1, 1, 0, 0]",0,"[-73.9, -48.400000000000006, -33.3, -53.8, -33.4, -18.8, -38.4, -64.80000000000001, -31.2]","[-43, -24, -26, -35, -19, -9, -28, -32, -13]","[-309.0, -244.0, -73.0, -188.0, -144.0, -98.0, -104.0, -328.0, -182.0]",310.0,1550,-396.00000000000006
310,"[0, 1, 0, 1, 1, 0, 0, 0, 0]",0,"[-87.9, -43.400000000000006, -41.1, -68.6, -33.5, -22.8, -39.8, -85.0, -35.7]","[-48, -27, -30, -38, -25, -9, -28, -38, -13]","[-399.0, -164.0, -111.0, -306.0, -85.0, -138.0, -118.0, -470.0, -227.0]",311.0,1555,-457.8
311,"[1, 1, 0, 0, 0, 0, 1, 1, 1]",0,"[-97.6, -41.6, -55.5, -88.5, -41.3, -26.8, -42.6, -85.9, -11.8]","[-49, -29, -39, -44, -26, -9, -30, -35, -5]","[-486.0, -126.0, -165.0, -445.0, -153.0, -178.0, -126.0, -509.0, -68.0]",312.0,1560,-491.59999999999997
312,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",0,"[-101.4, -45.8, -59.0, -109.1, -48.8, -33.1, -59.5, -96.80000000000001, -7.9]","[-44, -33, -34, -49, -26, -11, -39, -36, -7]","[-574.0, -128.0, -250.0, -601.0, -228.0, -221.0, -205.0, -608.0, -9.0]",313.0,1565,-561.4
313,"[0, 0, 0, 1, 0, 0, 0, 1, 1]",0,"[-119.0, -56.1, -81.30000000000001, -110.4, -65.9, -42.0, -74.6, -90.1, -12.1]","[-47, -34, -44, -54, -35, -14, -44, -37, -9]","[-720.0, -221.0, -373.0, -564.0, -309.0, -280.0, -306.0, -531.0, -31.0]",314.0,1570,-651.5000000000001
314,"[0, 0, 0, 1, 0, 0, 1, 0, 0]",0,"[-140.7, -66.5, -105.30000000000001, -87.5, -71.2, -50.7, -70.9, -71.4, -15.100000000000001]","[-52, -34, -53, -49, -31, -16, -42, -29, -9]","[-887.0, -325.0, -523.0, -385.0, -402.0, -347.0, -289.0, -424.0, -61.0]",315.0,1575,-679.3000000000001
315,"[0, 1, 0, 0, 1, 0, 0, 1, 1]",0,"[-160.60000000000002, -55.3, -122.2, -77.3, -87.0, -58.7, -59.7, -58.6, -18.1]","[-54, -32, -54, -50, -41, -17, -36, -25, -9]","[-1066.0, -233.0, -682.0, -273.0, -460.0, -417.0, -237.0, -336.0, -91.0]",316.0,1580,-697.5000000000001
316,"[0, 1, 1, 0, 1, 0, 0, 1, 1]",0,"[-178.60000000000002, -47.1, -127.7, -96.6, -68.1, -68.1, -50.900000000000006, -49.1, -5.2]","[-54, -31, -55, -56, -32, -19, -30, -30, -2]","[-1246.0, -161.0, -727.0, -406.0, -361.0, -491.0, -209.0, -191.0, -32.0]",317.0,1585,-691.4000000000001
317,"[0, 1, 0, 1, 0, 1, 0, 0, 0]",0,"[-198.8, -45.4, -143.60000000000002, -79.2, -52.3, -55.400000000000006, -49.400000000000006, -44.5, -6.2]","[-56, -32, -55, -50, -24, -16, -22, -30, -2]","[-1428.0, -134.0, -886.0, -292.0, -283.0, -394.0, -274.0, -145.0, -42.0]",318.0,1590,-674.8000000000001
318,"[0, 1, 1, 0, 1, 1, 0, 0, 1]",0,"[-217.3, -43.6, -159.60000000000002, -74.9, -27.5, -23.1, -55.9, -60.8, 0.0]","[-56, -30, -55, -42, -20, -12, -22, -35, 0]","[-1613.0, -136.0, -1046.0, -329.0, -75.0, -111.0, -339.0, -258.0, -0.0]",319.0,1595,-662.7
319,"[1, 1, 1, 0, 0, 1, 1, 1, 1]",0,"[-196.0, -32.9, -123.7, -86.9, -22.4, -17.8, -66.6, -69.4, -1.2]","[-50, -22, -46, -42, -16, -15, -26, -34, -1]","[-1460.0, -109.0, -777.0, -449.0, -64.0, -28.0, -406.0, -354.0, -2.0]",320.0,1600,-616.9000000000001
320,"[0, 0, 1, 0, 1, 0, 1, 0, 0]",0,"[-149.3, -27.700000000000003, -112.8, -100.30000000000001, -33.4, -23.5, -60.3, -87.2, -1.7000000000000002]","[-39, -16, -45, -43, -24, -16, -30, -38, -1]","[-1103.0, -117.0, -678.0, -573.0, -94.0, -75.0, -303.0, -492.0, -7.0]",321.0,1605,-596.2
321,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",0,"[-75.6, -31.7, -139.8, -112.8, -46.2, -33.1, -43.9, -101.2, -4.6]","[-28, -14, -58, -43, -30, -19, -28, -38, -3]","[-476.0, -177.0, -818.0, -698.0, -162.0, -141.0, -159.0, -632.0, -16.0]",322.0,1610,-588.9000000000001
322,"[0, 0, 1, 1, 0, 1, 0, 0, 0]",0,"[-53.400000000000006, -37.7, -162.60000000000002, -122.9, -54.2, -35.3, -37.9, -115.2, -5.6]","[-26, -14, -64, -42, -30, -17, -22, -38, -3]","[-274.0, -237.0, -986.0, -809.0, -242.0, -183.0, -159.0, -772.0, -26.0]",323.0,1615,-624.8000000000001
323,"[0, 1, 1, 0, 0, 0, 0, 1, 1]",0,"[-52.9, -32.2, -160.9, -136.9, -64.2, -42.3, -41.400000000000006, -98.9, -6.6]","[-37, -12, -54, -44, -32, -17, -20, -32, -3]","[-159.0, -202.0, -1069.0, -929.0, -322.0, -253.0, -214.0, -669.0, -36.0]",324.0,1620,-636.3000000000001
324,"[1, 1, 1, 0, 0, 1, 0, 1, 0]",0,"[-66.5, -25.1, -151.5, -159.60000000000002, -76.5, -42.5, -51.6, -62.1, -9.600000000000001]","[-43, -14, -51, -53, -36, -19, -24, -27, -5]","[-235.0, -111.0, -1005.0, -1066.0, -405.0, -235.0, -276.0, -351.0, -46.0]",325.0,1625,-645.0000000000001
325,"[0, 0, 1, 0, 1, 1, 0, 0, 1]",0,"[-87.80000000000001, -17.5, -98.6, -174.60000000000002, -83.6, -20.3, -60.7, -50.8, -8.9]","[-50, -13, -56, -53, -38, -11, -26, -30, -5]","[-378.0, -45.0, -426.0, -1216.0, -456.0, -93.0, -347.0, -208.0, -39.0]",326.0,1630,-602.8000000000001
326,"[1, 0, 0, 0, 0, 1, 1, 1, 0]",0,"[-96.5, -24.5, -73.2, -193.1, -95.0, -16.3, -56.6, -35.6, -10.4]","[-50, -15, -59, -56, -39, -14, -26, -24, -5]","[-465.0, -95.0, -142.0, -1371.0, -560.0, -23.0, -306.0, -116.0, -54.0]",327.0,1635,-601.1999999999999
327,"[1, 0, 1, 1, 1, 0, 0, 1, 1]",0,"[-90.30000000000001, -38.2, -91.4, -163.7, -73.9, -20.8, -62.1, -48.3, -6.7]","[-46, -21, -65, -50, -32, -14, -25, -28, -4]","[-443.0, -172.0, -264.0, -1137.0, -419.0, -68.0, -371.0, -203.0, -27.0]",328.0,1640,-595.4000000000001
328,"[1, 0, 0, 0, 1, 1, 1, 0, 0]",0,"[-65.8, -48.7, -113.1, -103.7, -46.6, -30.9, -48.400000000000006, -68.5, -7.7]","[-41, -23, -69, -35, -29, -18, -20, -37, -4]","[-248.0, -257.0, -441.0, -687.0, -176.0, -129.0, -284.0, -315.0, -37.0]",329.0,1645,-533.4000000000001
329,"[1, 1, 0, 1, 0, 0, 1, 1, 0]",0,"[-43.5, -53.1, -135.60000000000002, -55.5, -47.3, -39.400000000000006, -32.0, -64.0, -8.7]","[-37, -26, -71, -34, -38, -19, -20, -35, -4]","[-65.0, -271.0, -646.0, -215.0, -93.0, -204.0, -120.0, -290.0, -47.0]",330.0,1650,-479.1
330,"[1, 0, 1, 1, 0, 0, 0, 1, 0]",0,"[-53.1, -61.9, -140.2, -33.9, -60.6, -48.2, -27.0, -46.4, -11.9]","[-39, -26, -67, -25, -42, -20, -22, -33, -6]","[-141.0, -359.0, -732.0, -89.0, -186.0, -282.0, -50.0, -134.0, -59.0]",331.0,1655,-483.20000000000005
331,"[0, 0, 1, 1, 0, 1, 1, 0, 1]",0,"[-75.6, -77.1, -114.30000000000001, -49.9, -77.5, -45.1, -29.3, -51.1, -2.7]","[-48, -31, -61, -38, -47, -18, -24, -38, -2]","[-276.0, -461.0, -533.0, -119.0, -305.0, -271.0, -53.0, -131.0, -7.0]",332.0,1660,-522.6
332,"[0, 0, 1, 1, 1, 1, 0, 0, 1]",0,"[-90.6, -87.7, -112.30000000000001, -59.8, -75.5, -19.9, -36.3, -56.7, -5.3]","[-48, -31, -63, -45, -45, -11, -26, -38, -4]","[-426.0, -567.0, -493.0, -148.0, -305.0, -89.0, -103.0, -187.0, -13.0]",333.0,1665,-544.1
333,"[0, 0, 0, 1, 1, 1, 1, 0, 0]",0,"[-105.6, -100.2, -129.7, -59.5, -87.4, -15.4, -44.3, -67.8, -6.300000000000001]","[-48, -32, -68, -44, -48, -13, -28, -37, -4]","[-576.0, -682.0, -617.0, -155.0, -394.0, -24.0, -163.0, -308.0, -23.0]",334.0,1670,-616.1999999999999
334,"[0, 1, 0, 0, 1, 1, 0, 0, 0]",0,"[-120.60000000000001, -72.5, -149.0, -67.8, -63.400000000000006, -22.1, -52.5, -81.6, -8.5]","[-48, -17, -68, -51, -36, -16, -30, -38, -5]","[-726.0, -555.0, -810.0, -168.0, -274.0, -61.0, -225.0, -436.0, -35.0]",335.0,1675,-638.0
335,"[1, 0, 0, 0, 1, 1, 0, 1, 1]",0,"[-107.3, -77.4, -170.5, -81.2, -53.6, -23.8, -65.8, -73.5, -3.6]","[-41, -18, -69, -52, -37, -16, -36, -33, -2]","[-663.0, -594.0, -1015.0, -292.0, -166.0, -78.0, -298.0, -405.0, -16.0]",336.0,1680,-656.7
336,"[1, 0, 0, 1, 0, 0, 0, 0, 0]",0,"[-87.4, -84.9, -198.9, -82.3, -53.0, -19.7, -73.80000000000001, -85.0, -4.1]","[-40, -18, -76, -51, -38, -13, -36, -33, -2]","[-474.0, -669.0, -1229.0, -313.0, -150.0, -67.0, -378.0, -520.0, -21.0]",337.0,1685,-689.1
337,"[1, 1, 1, 1, 0, 1, 0, 1, 1]",0,"[-81.0, -70.6, -220.4, -85.4, -65.6, -5.1, -81.80000000000001, -84.30000000000001, -4.6]","[-42, -16, -76, -52, -41, -5, -36, -30, -2]","[-390.0, -546.0, -1444.0, -334.0, -246.0, -1.0, -458.0, -543.0, -26.0]",338.0,1690,-698.8000000000001
338,"[0, 0, 0, 0, 1, 1, 1, 1, 1]",0,"[-94.1, -41.8, -243.3, -103.0, -58.5, -8.7, -75.4, -69.2, -2.4]","[-42, -13, -77, -55, -38, -7, -35, -28, -2]","[-521.0, -288.0, -1663.0, -480.0, -205.0, -17.0, -404.0, -412.0, -4.0]",339.0,1695,-696.4
339,"[0, 1, 0, 0, 1, 1, 1, 1, 1]",0,"[-119.60000000000001, -11.0, -266.3, -118.5, -76.4, -14.8, -63.6, -24.9, -2.9]","[-52, -8, -78, -55, -45, -10, -37, -18, -2]","[-676.0, -30.0, -1883.0, -635.0, -314.0, -48.0, -266.0, -69.0, -9.0]",340.0,1700,-698.0000000000001
